0,1,3,4
GPL10567,"ID,probeType,SEQUENCE,chrom,pos,RANGE_STRAND,GB_RANGE,juncId,genOrient,outerLeft,innerLeft,innerRight,outerRight,chrom.2,pos.2,strand.2,juncId.2,genOrient.2,outerLeft.2,innerLeft.2,innerRight.2,outerRight.2,chrom.3,pos.3,strand.3,juncId.3,genOrient.3,outerLeft.3,innerLeft.3,innerRight.3,outerRight.3",,
GPL10585,"ID,SPOT_ID",,
GPL10588,"ID,SPOT_ID",,
GPL13636,"ID,Probe Name,CONTROL_TYPE,GB_ACC,LOCUSLINK_ID,GENE_SYMBOL,GENE_NAME,UNIGENE_ID,ACCESSION_STRING,CHROMOSOMAL_LOCATION,DESCRIPTION,GO_ID,SEQUENCE,SPOT_ID",GENE_SYMBOL,symbol
GPL11314,"ID,CHROMOSOME,RANGE_GB,DESIGN_REGION,RANGE_START,RANGE_END,PROBE_LENGTH,SEQUENCE",,
GPL13635,"ID,GB_ACC,PROBE_DESIGN_ID,SEQUENCE",GB_ACC,genbank
GPL13625,"ID,SEQ_ID,CHROMOSOME,RANGE_GB,RANGE_START,RANGE_STRAND,LENGTH,GC,SEQUENCE",,
GPL13627,"ID,COL,ROW,NAME,SPOT_ID,CONTROL_TYPE,GB_ACC,LOCUSLINK_ID,GENE_SYMBOL,GENE_NAME,UNIGENE_ID,ACCESSION_STRING,CHROMOSOMAL_LOCATION,DESCRIPTION,GO_ID,SEQUENCE,SPOT_ID",GENE_SYMBOL,symbol
GPL13621,"ID,GB_ACC,SPOT_ID",GB_ACC,genbank
GPL11028,"ID,transcript_cluster_id,gene_symbol,cytoband,mRNA_accession,GB_ACC,chromosome,RANGE_GB,RANGE_STRAND,RANGE_START,RANGE_STOP,SPOT_ID",GB_ACC,genbank
GPL13606,"ID,SEQUENCE,miRNA_ID",,
GPL10422,"ID,ORF_LIST,GB_LIST",,
GPL10423,"ID,ORF_LIST,GB_LIST",,
GPL10441,"ID,PROBE_ID,NAME,CONTROL_TYPE,GENE_SYMBOL,ACCESSION_STRING,DESCRIPTION,SEQUENCE,ORF,SPOT_ID",GENE_SYMBOL,symbol
GPL13567,"ID,RANGE_GB,SPOT_ID,RANGE_START,LENGTH,SEQUENCE",,
GPL13568,"ID,RANGE_GB,SPOT_ID,RANGE_START,LENGTH,SEQUENCE",,
GPL13569,"ID,RANGE_GB,SPOT_ID,RANGE_START,LENGTH,SEQUENCE",,
GPL13570,"ID,RANGE_GB,SPOT_ID,RANGE_START,LENGTH,SEQUENCE",,
GPL13571,"ID,RANGE_GB,SPOT_ID,RANGE_START,LENGTH,SEQUENCE",,
GPL13572,"ID,RANGE_GB,SPOT_ID,RANGE_START,LENGTH,SEQUENCE",,
GPL13573,"ID,RANGE_GB,SPOT_ID,RANGE_START,LENGTH,SEQUENCE",,
GPL13574,"ID,RANGE_GB,SPOT_ID,RANGE_START,LENGTH,SEQUENCE",,
GPL13575,"ID,RANGE_GB,SPOT_ID,RANGE_START,LENGTH,SEQUENCE",,
GPL13576,"ID,RANGE_GB,SPOT_ID,RANGE_START,LENGTH,SEQUENCE",,
GPL13577,"ID,RANGE_GB,SPOT_ID,RANGE_START,LENGTH,SEQUENCE",,
GPL13578,"ID,RANGE_GB,SPOT_ID,RANGE_START,LENGTH,SEQUENCE",,
GPL13579,"ID,RANGE_GB,SPOT_ID,RANGE_START,LENGTH,SEQUENCE",,
GPL13580,"ID,RANGE_GB,SPOT_ID,RANGE_START,LENGTH,SEQUENCE",,
GPL13581,"ID,RANGE_GB,SPOT_ID,RANGE_START,LENGTH,SEQUENCE",,
GPL13582,"ID,RANGE_GB,SPOT_ID,RANGE_START,LENGTH,SEQUENCE",,
GPL13583,"ID,RANGE_GB,SPOT_ID,RANGE_START,LENGTH,SEQUENCE",,
GPL13584,"ID,RANGE_GB,SPOT_ID,RANGE_START,LENGTH,SEQUENCE",,
GPL13585,"ID,RANGE_GB,SPOT_ID,RANGE_START,LENGTH,SEQUENCE",,
GPL13586,"ID,RANGE_GB,SPOT_ID,RANGE_START,LENGTH,SEQUENCE",,
GPL13587,"ID,RANGE_GB,SPOT_ID,RANGE_START,LENGTH,SEQUENCE",,
GPL13588,"ID,RANGE_GB,SPOT_ID,RANGE_START,LENGTH,SEQUENCE",,
GPL13589,"ID,RANGE_GB,SPOT_ID,RANGE_START,LENGTH,SEQUENCE",,
GPL13590,"ID,RANGE_GB,SPOT_ID,RANGE_START,LENGTH,SEQUENCE",,
GPL13591,"ID,RANGE_GB,SPOT_ID,RANGE_START,LENGTH,SEQUENCE",,
GPL13592,"ID,RANGE_GB,SPOT_ID,RANGE_START,LENGTH,SEQUENCE",,
GPL13593,"ID,RANGE_GB,SPOT_ID,RANGE_START,LENGTH,SEQUENCE",,
GPL13594,"ID,RANGE_GB,SPOT_ID,RANGE_START,LENGTH,SEQUENCE",,
GPL13595,"ID,RANGE_GB,SPOT_ID,RANGE_START,LENGTH,SEQUENCE",,
GPL13596,"ID,RANGE_GB,SPOT_ID,RANGE_START,LENGTH,SEQUENCE",,
GPL13597,"ID,RANGE_GB,SPOT_ID,RANGE_START,LENGTH,SEQUENCE",,
GPL13598,"ID,RANGE_GB,SPOT_ID,RANGE_START,LENGTH,SEQUENCE",,
GPL13599,"ID,RANGE_GB,SPOT_ID,RANGE_START,LENGTH,SEQUENCE",,
GPL13600,"ID,RANGE_GB,SPOT_ID,RANGE_START,LENGTH,SEQUENCE",,
GPL13601,"ID,RANGE_GB,SPOT_ID,RANGE_START,LENGTH,SEQUENCE",,
GPL13602,"ID,RANGE_GB,SPOT_ID,RANGE_START,LENGTH,SEQUENCE",,
GPL13603,"ID,RANGE_GB,SPOT_ID,RANGE_START,LENGTH,SEQUENCE",,
GPL13604,"ID,RANGE_GB,SPOT_ID,RANGE_START,LENGTH,SEQUENCE",,
GPL13605,"ID,COL,ROW,NAME,SPOT_ID,CONTROL_TYPE,REFSEQ,GB_ACC,LOCUSLINK_ID,GENE_SYMBOL,GENE_NAME,UNIGENE_ID,ENSEMBL_ID,ACCESSION_STRING,CHROMOSOMAL_LOCATION,DESCRIPTION,GO_ID,SEQUENCE,SPOT_ID,ORF",GENE_SYMBOL,symbol
GPL13607,"ID,ProbeName,GB_ACC,ControlType,accessions,GeneName,Description,chr_coord,SEQUENCE,SPOT_ID",GB_ACC,genbank
GPL13535,"ID,Chromosome,RANGE_GB,RANGE_STRAND,RANGE_START,RANGE_END",,
GPL13533,"ID,Name,miRNA_ID,miRNA_ID,SPOT_ID",,
GPL11271,"ID,GB_ACC,CLONE_ID,SPOT_ID,SEQUENCE",GB_ACC,genbank
GPL13510,"ID,ProbeName,ORF,miRNA_ID,SEQUENCE,SPOT_ID",ORF,entrez
GPL13526,"ID,COL,ROW,NAME,SPOT_ID,CONTROL_TYPE,REFSEQ,GB_ACC,LOCUSLINK_ID,GENE_SYMBOL,GENE_NAME,UNIGENE_ID,ENSEMBL_ID,ACCESSION_STRING,CHROMOSOMAL_LOCATION,DESCRIPTION,GO_ID,SEQUENCE,SPOT_ID",GENE_SYMBOL,symbol
GPL13534,"ID,Name,AddressA_ID,AlleleA_ProbeSeq,AddressB_ID,AlleleB_ProbeSeq,Infinium_Design_Type,Next_Base,Color_Channel,Forward_Sequence,Genome_Build,CHR,MAPINFO,SourceSeq,Chromosome_36,Coordinate_36,Strand,Probe_SNPs,Probe_SNPs_10,Random_Loci,Methyl27_Loci,UCSC_RefGene_Name,UCSC_RefGene_Accession,UCSC_RefGene_Group,UCSC_CpG_Islands_Name,Relation_to_UCSC_CpG_Island,Phantom,DMR,Enhancer,HMM_Island,Regulatory_Feature_Name,Regulatory_Feature_Group,DHS,RANGE_START,RANGE_END,RANGE_GB,SPOT_ID",,
GPL6639,"ID,PROBE_ID,DESIGN_NOTE,PROBE_SEQUENCE,FEATURE_ID,PROBE_CLASS,DESIGN_ID,X,Y,CHROMOSOME,RANGE_GB,SPOT_ID,POSITION,LENGTH",,
GPL7192,"ID,TargetID,GB_ACC,SPOT_ID,SEQUENCE,DEFINITION",GB_ACC,genbank
GPL7306,"ID,Target,GB_ACC,SPOT_ID",GB_ACC,genbank
GPL7312,"ID,ROW,COL,ACCESSION_STRING,SEQUENCE,ProbeUID,CONTROL_TYPE,SPOT_ID,GENE_NAME,CHROMOSOMAL_LOCATION,Description,GB_ACC,SPOT_ID",GB_ACC,genbank
GPL13528,"ID,GB_ACC,BEEBASE_ID,SPOT_ID",GB_ACC,genbank
GPL9903,"ID,ProbeID,COL,ROW,SEQUENCE,SPOT_ID,Name,RANGE_GB,RANGE_START,RANGE_END",,
GPL10315,"ID,ORF,Common Name,SEQUENCE,X,Y",ORF,entrez
GPL13412,"ID,SEQ_ID,CHROMOSOME,RANGE_GB,RANGE_START,RANGE_END,LENGTH,GB_LIST,SEQUENCE,SPOT_ID",,
GPL13415,"ID,miR ID,miRNA_ID,Class,ORGANISM",,
GPL11052,"ID,SPOT_ID,ReporterID,OligoSet_genelist,OligoSet_geneSymbol,OligoSet_description,OligoSet_ensemblGene,OligoSet_ensemblTranscript,GB_ACC,PT_ACC",GB_ACC,genbank
GPL13509,"ID,Block,Row,Column,Identifier,Name,ORF,Oligo_Id,RANGE_GB,RANGE_START,RANGE_END,Chromosomal_Location,Gene_Id,Transcript_Id,SEQUENCE,Oligo_Exon_or_Transcript,Oligo_Type,Gene_Symbol,Description,SPOT_ID",Gene_Symbol,symbol
GPL13507,"ID,Phalanx Probe ID,Gene symbol,ORF,SEQUENCE,GB_LIST,ENSEMBL_GENE_ID,ENSEMBL_TRANSCRIPT_ID,ENTREZ_GENE_ID",ENTREZ_GENE_ID,entrez
GPL13488,"ID,PROBE_NAME,COL,ROW,GB_ACC,GENE_SYMBOL,GENE_NAME,CHROMOSOMAL_LOCATION,RANGE_GB,RANGE_START,RANGE_END,SEQUENCE",GENE_SYMBOL,symbol
GPL13498,"ID,miRNA_ID",,
GPL10421,"ID,feature name,ORF,strain,common name,SPOT_ID",ORF,entrez
GPL13486,"ID,Genolevure_ID,SEQUENCE,Description,Molecular_Function,Biological_Process,Cellular_Compartment,ORF",ORF,entrez
GPL13493,"ID,miRNA_ID,SPOT_ID",,
GPL13497,"ID,SPOT_ID,CONTROL_TYPE,REFSEQ,GB_ACC,GENE,GENE_SYMBOL,GENE_NAME,UNIGENE_ID,ENSEMBL_ID,TIGR_ID,ACCESSION_STRING,CHROMOSOMAL_LOCATION,CYTOBAND,DESCRIPTION,GO_ID,SEQUENCE",GENE,entrez
GPL13492,"ID,SEQ_UNIQUE,PLASMID,BUILD,FEAT_TYPE,ORF,SECONDARY_NAME,ACCESSION,GI,FUNCTION,CHROMOSOME,MAPLOC,DESCRIPTION,COMMENTS,DATE_ENTERED,SOURCE_DB",ORF,entrez
GPL11065,"ID,Gene,SEQUENCE,SPOT_ID,ORF,ORF",ORF,entrez
GPL11674,"ID,PROBE_DESIGN_ID,CONTAINER,DESIGN_NOTE,SELECTION_CRITERIA,SEQ_ID,SEQUENCE,MISMATCH,MATCH_INDEX,FEATURE_ID,ROW_NUM,COL_NUM,PROBE_CLASS,POSITION,DESIGN_ID,X,Y,DMD,chrm,RANGE_GB,SPOT_ID,RANGE_START,RANGE_END,genome_build,RANGE_STRAND",,
GPL10190,"ID,OLIGO_ID,SEQUENCE,GENE_SYMBOL,GB_LIST,DESCRIPTION,SPOT_ID",GENE_SYMBOL,symbol
GPL10808,"ID,COL,ROW,SPOT_ID,CONTROL_TYPE,ACCESSION_STRING,CHROMOSOMAL_LOCATION,RANGE_STRAND,RANGE_GB,RANGE_START,RANGE_END,SEQUENCE",,
GPL11619,"ID,CHROMOSOME,RANGE_START,RANGE_END,SEQUENCE,DESCRIPTION,RANGE_GB",,
GPL13457,"ID,Well_ID,SPOT,Gene_Symbol,Gene,ORF,SEQUENCE,SPOT_ID",Gene_Symbol,symbol
GPL13460,"ID,OligoID,GB_ACC,NCBI_GeneID,Gene_Symbol,Gene_Name,SEQUENCE,SPOT_ID",GB_ACC,genbank
GPL11070,"ID,SEQUENCE,Chromosome,RANGE_GB,RANGE_START,LENGTH,RANGE_END",,
GPL11071,"ID,SEQUENCE,Chromosome,RANGE_GB,RANGE_START,LENGTH,RANGE_END",,
GPL13455,"ID,GB_ACC",GB_ACC,genbank
GPL13209,"ID,Description,ID-Operon,GB_LIST,CLONE_ID,SPOT_ID",,
GPL13450,"ID,SEQUENCE,ACC,GB_ACC,SPOT_ID",GB_ACC,genbank
GPL13425,"ID,ORF,description,spot identifier,GB_ACC,SPOT_ID",GB_ACC,genbank
GPL13448,"ID,ORF,DESCRIPTION,SEQUENCE",ORF,entrez
GPL10368,"ID,Ensembl.Transcript.ID,Ensembl.Gene.ID,Associated.Gene.Name,Description,SPOT_ID",,
GPL13442,"ID,SPOT_ID,GI,GB_ACC,ACCESSION_STRING,ACCESSION_NUMBER,SEQUENCE",GB_ACC,genbank
GPL13443,"ID,SPOT_ID,GI,GB_ACC,ACCESSION_STRING,ACCESSION NUMBER,SEQUENCE",GB_ACC,genbank
GPL11383,"ID,NAME,Agilent_probe_name,Gene ID,Refseq ID,GenBank Accession,GB_ACC,Gene Symbol,Gene Description,Chromosome Number,Chromosome Map Location,SEQUENCE,SPOT_ID",GB_ACC,genbank
GPL13387,"ID,Annotation,miRNA_ID,SPOT_ID",,
GPL13426,"ID,SPOT_ID,CONTROL_TYPE,REFSEQ,GB_ACC,ACCESSION_STRING,CHROMOSOMAL_LOCATION,RANGE_GB,RANGE_START,RANGE_END,SEQUENCE",GB_ACC,genbank
GPL13440,"ID,GeneName,SEQUENCE,CGDID",,
GPL10406,"ID,Row,Col,ProbeName,GeneName,miRNA_ID,SEQUENCE,SPOT_ID",,
GPL10868,"ID,ORF,SPOT_ID",ORF,entrez
GPL13119,"ID,CHROMOSOME,RANGE_GB,RANGE_START,LENGTH,RANGE_END,SPOT_ID",,
GPL13427,"ID,ProbeName,GeneName,SEQUENCE",,
GPL13432,"ID,RANGE_GB,RANGE_START,RANGE_END,SEQUENCE",,
GPL10338,"ID,SPOT_ADDR,Oligo_Id,Source,Gene_ID,NCBI_ID,NCBI_EST_number,TIGR gene ID,cDNA_annotation,GB_ACC,SPOT_ID,SEQUENCE",GB_ACC,genbank
GPL11304,"ID,ORF,SPOT_ID",ORF,entrez
GPL13188,"ID,block,row,column,oligo_id,SEQUENCE,gene_id,transcript_id,gene_symbol,gene_description,chromosome,homolog_human,homolog_rat,GO_biological_process,GO_molecular_function,GO_cell_location,REFSEQ,description_RefSeq,Riken_accessions,GB_accessions,GB_LIST,Affy_Probes,Ensembl_Unigene_xref,Ensembl_Refseq_xref,Ensembl_Family,Family_Members",,
GPL13391,"ID,GB_ACC,Symbol,Description,SPOT_ID",GB_ACC,genbank
GPL13330,"Download family,SOFT formatted family file(s),MINiML formatted family file(s)",,
GPL13419,"ID,ProbeID,Broad Institute GeneID,Chr,Position,Description,SEQUENCE,SPOT_ID",,
GPL13420,"ID,GeneName,SEQUENCE,GB_RANGE,ORF,DESCRIPTION",ORF,entrez
GPL13421,"ID,CLONE ID,CLONE ID_DESCRIPTION,SEQUENCE,gene_id,gene_symbol,description,GB_LIST,description_RefSeq,Riken_accessions,CLONE_ID,GB_accessions,GB_ACC,ARRAY_BLOCK,BLOCK_ROW,BLOCK_COLUMN,SPOT_ID",GB_ACC,genbank
GPL13423,"ID,SEQUENCE,BLOCK,COLUMN,ROW,gi_NUMBER,PT_GI",,
GPL13150,"ID,Gene,ORF",ORF,entrez
GPL13192,"ID,Block,Row,Column,SPOT_ID,Probe_ID,Cpar_ID,Cpag_ID,ORF_BROAD_INSTITUTE,SEQUENCE",,
GPL13408,"ID,OligoID,GB_ACC,NCBI_GeneID,Gene_Symbol,Gene_Name,SEQUENCE,SPOT_ID",GB_ACC,genbank
GPL13399,"ID,Block,Column,Row,ORF,SEQUENCE",ORF,entrez
GPL13405,"ID,ORF",ORF,entrez
GPL13407,"ID,PROBE_TYPE,SEQUENCE",,
GPL10353,"ID,SPOT_ID,ACC_NUM",,
GPL10700,"ID,PROBE_ID,ORF,GeneID,Chr,RANGE_START,RANGE_END,Description,SEQUENCE",ORF,entrez
GPL11078,"ID,Name,GB_LIST,SPOT_ID",,
GPL11670,"ID,GeneID,ORF,Description,SPOT_ID",ORF,entrez
GPL13397,"ID,SEQUENCE,ORF_LIST,GB_LIST,Description",,
GPL11044,"ID,PROBE_SET,GB_ACC,DESCRIPTION,SPOT_ID",GB_ACC,genbank
GPL10388,"ID,GB_ACC,ORF,SPOT_ID,GENE_INFO,ORGANISM",GB_ACC,genbank
GPL10758,"ID,Array Row,Array Column,Spot Row,Spot Column,Oligo_ID,GB_ACC,SPOT_ID,SEQUENCE",GB_ACC,genbank
GPL13395,"ID,SEQUENCE,NAME,ORF",ORF,entrez
GPL13398,"ID,Row,Col,ControlType,ProbeName,SystematicName,Chromosome,RANGE_GB,RANGE_START,RANGE_END,SPOT_ID",,
GPL13402,"ID,ProbeDescription,Name,VEGA_ID,CLONE_ID,SenseInfo,SPOT_ID",,
GPL10924,"ID,SEQUENCE,ProbeUID,GB_ACC,CLUSTER_COMPOSITION,EMBL_ACCESSION,CONTIG_SEQUENCE,BLAST,GO_IDS,GO_SCORE",GB_ACC,genbank
GPL10007,"ID,SEQUENCE,GeneName,GB_ACC,TARGETDESCRIPTION,Blast2goannotations,Biological Process,GO biological process,Cellular Componenet,GO cellular component,Molecular Function,GO molecular function,SPOT_ID,ORDER",GB_ACC,genbank
GPL10554,"ID,miRNA_ID,FORM",,
GPL9200,"ID,MetaRow,MetaColumn,Row,Column,Reporter_Identifier,Reporter_Name,NCBI_Accession number,Reporter BioSequence Type,Reporter BioSequence PolymerType,Oligo Sequence,Spot Status,Reporter Control Type,ORF,SPOT_ID",ORF,entrez
GPL13381,"ID,GeneName,SEQUENCE,GENBANK ACC,GB_ACC",GB_ACC,genbank
GPL13383,"ID,METACOLUMN,METAROW,COLUMN,ROW,PROBE_ID,SUPPLIER_ID,REPORTER_GROUP,SEQUENCE,SYSTEMATIC_NAME,GENE_SYMBOL,ORF,ORGANISM,PRIMARY_DB,SPOT_ID",GENE_SYMBOL,symbol
GPL13384,"ID,METACOLUMN,METAROW,COLUMN,ROW,PROBE_ID,SUPPLIER_ID,REPORTER_GROUP,SEQUENCE,SYSTEMATIC_NAME,GENE_SYMBOL,ORF,SYNONYMS,ORGANISM,PRIMARY_DB,SPOT_ID",GENE_SYMBOL,symbol
GPL13380,"ID,Probe_ID,SEQUENCE,ORF,SmaFragID,Length,ProbeNumInFrag,SPOT_ID",ORF,entrez
GPL13375,"ID,COL,ROW,PROBE_ID,CONTROL_TYPE,ORF NAME,SEQUENCE,CHROMOSOMAL_LOCATION,SPOT_ID",,
GPL13376,"ID,Species,Source,Search_Key,Transcript,ILMN_Gene,Source_Reference_ID,RefSeq_ID,Unigene_ID,Entrez_Gene_ID,GI,Accession,Symbol,Protein_Product,Probe_Id,Array_Address_Id,Probe_Type,Probe_Start,SEQUENCE,Chromosome,Probe_Chr_Orientation,Probe_Coordinates,Cytoband,Definition,Ontology_Component,Ontology_Process,Ontology_Function,Synonyms,Obsolete_Probe_Id,GB_ACC",Entrez_Gene_ID,entrez
GPL11043,"ID,Name,ORF,Type,SEQUENCE,SPOT_ID",ORF,entrez
GPL13370,"ID,Name,IDs in GPR file,miRNA_ID,SPOT_ID",,
GPL5671,"ID,GB_ACC,Sequence ID,Primary Sequence Name,SPOT_ID,Sequence Description",GB_ACC,genbank
GPL13358,"ID,ACCESSION,DESCRIPTION,ORF,SEQUENCE,SPOT_ID",ORF,entrez
GPL13362,"ID,SNP_ID,Genome Map,Chromosome,Position",,
GPL8688,"ID,PlatePos,GB_ACC,SPOT_ID,Title,Gene,Unigene",GB_ACC,genbank
GPL10383,"ID,ProbeName,SystematicName,RANGE_GB,RANGE_START,RANGE_END,SEQUENCE",,
GPL10556,"ID,COL,ROW,NAME,Probe_ID,CONTROL_TYPE,CHROMOSOMAL_LOCATION,SEQUENCE,ORF,SPOT_ID",ORF,entrez
GPL10929,"ID,SEQUENCE,ControlType,SystematicName,SPOT_ID,SEQUENCE_EST_CONTIG,CLUSTER_COMPOSITION,ACCESSION NUMBER,BLAST,GO_IDS,GO_SCORE",,
GPL11161,"ID,ProbeUID,ANNOTATION,SEQUENCE,GB_ACC,SPOT_ID",GB_ACC,genbank
GPL11341,"ID,SPOT_ID,HIT|EXPECT|SCORE|DEFINITION",,
GPL13355,"ID,SEQUENCE,Chromosome,RANGE_START,LENGTH,RANGE_END",,
GPL13359,"ID,SPOT_ID,CONTROL_TYPE,LOCUSLINK_ID,ORF,GENE_NAME,ACCESSION_STRING,CHROMOSOMAL_LOCATION,DESCRIPTION,GO_ID,SEQUENCE",ORF,entrez
GPL13360,"ID,COL,ROW,NAME,SPOT_ID,CONTROL_TYPE,LOCUSLINK_ID,ORF,GENE_NAME,ACCESSION_STRING,CHROMOSOMAL_LOCATION,DESCRIPTION,GO_ID,SEQUENCE",ORF,entrez
GPL10252,"ID,ORF,ORF NAME,GENE_ID,GENOME_ACC",ORF,entrez
GPL10285,"ID,SEQUENCE,ControlType,GeneName,GB_ACC,Description,SPOT_ID",GB_ACC,genbank
GPL11313,"ID,CHR,RANGE_GB,RANGE_START,RANGE_END,SEQUENCE",,
GPL11330,"ID,ProbeName,ProbeUID,SEQUENCE,GeneID.LmjF,ORF,GeneID.LinJ,GeneID.LbrM,GeneID.LtaP,Identity.LmjF,Identity.LinJ,Identity.LbrM,Identity.LtaP,SPOT_ID",ORF,entrez
GPL11333,"ID,CHROMOSOME,RANGE_GB,RANGE_START,RANGE_END,SEQUENCE,SPOT_ID",,
GPL11335,"ID,CHROMOSOME,RANGE_GB,RANGE_START,RANGE_END,SEQUENCE,SPOT_ID",,
GPL11390,"ID,BLOCK,ROW,COLUMN,CONTROL_TYPE,PROBE_ID,PROBE_NAME,SEQUENCE,LENGTH,EST_ID_or_GENE,GB_ACC,SPOT_ID",GB_ACC,genbank
GPL11391,"ID,BLOCK,ROW,COLUMN,CONTROL_TYPE,PROBE_ID,PROBE_NAME,SEQUENCE,LENGTH,EST_ID_or_GENE,GB_ACC,SPOT_ID",GB_ACC,genbank
GPL11656,"ID,SEQ_ID,RANGE_GB,RANGE_START,RANGE_END,SEQUENCE",,
GPL11658,"ID,SEQ_ID,RANGE_GB,RANGE_START,RANGE_END,SEQUENCE",,
GPL11659,"ID,SEQ_ID,RANGE_GB,RANGE_START,RANGE_END,SEQUENCE",,
GPL13339,"ID,SEQUENCE,CHROMOSOMAL_LOCATION,RANGE_GB,RANGE_START,RANGE_END",,
GPL13346,"ID,ROW,COL,SPOT_ID,CONTROL_TYPE,SEQUENCE,GENE_SYMBOL,GENE_NAME,ACCESSION_STRING,CHROMOSOMAL_LOCATION,CYTOBAND,DESCRIPTION,RANGE_GB,RANGE_START,RANGE_END,SPOT_ID",GENE_SYMBOL,symbol
GPL13351,"ID,SEQ_ID,ALT_SEQ_ID,CLONE_ID,PARENT_FBtr,SEQUENCE,PARENT_DESCRIPTION,ORF",ORF,entrez
GPL10270,"ID,Gene_Sym,SEQUENCE,ORF,GeneID,GB_ACC",GB_ACC,genbank
GPL13270,"ID,dbSNP RS ID,Major Allele,Minor Allele,Chromosome,Chromosome_ACC,SPOT_ID,Physical Position (bp),Gene,ORF,SPOT_ID",ORF,entrez
GPL13336,"Download family,SOFT formatted family file(s),MINiML formatted family file(s)",,
GPL13341,"ID,ORF,GeneID,GENOME_ACC",ORF,entrez
GPL13345,"ID,Block,Row,Column,ID miR,Name,miRNA_ID_LIST,SPOT_ID",,
GPL10836,"ID,SEQUENCE,miRNA_ID",,
GPL13340,"ID,ORF,GeneName,SPOT_ID",ORF,entrez
GPL11290,"ID,FEATURE,CHROMOSOME,RANGE_GB,SPOT_ID,RANGE_START,RANGE_END,SEQUENCE,GENOME_SOURCE",,
GPL11578,"ID,MetaRow,MetaColumn,Row,Column,Reporter Name,Reporter BioSequence Database Entry[mirna],Reporter BioSequence Type,Reporter BioSequence Polymer Type,Reporter Group [role],Reporter Control Type,SEQUENCE,miRNA_ID,SPOT_ID",,
GPL13229,"ID,TargetID,QueryDef,GB_ACC,SEQUENCE,NR Accession,NR E-Value,NR Def,NT Accession,NT E-Value,NT Def,Human RefSeq,Human Gene,Zebrafish RefSeq,Zebrafish Gene,GeneTitle,GO: Biological Process,GO: Cellular Component,GO: Molecular Function",GB_ACC,genbank
GPL13318,"ID,SEQ_ID,GB_ACC,SPOT_ID",GB_ACC,genbank
GPL13275,"ID,GeneID,GB_LIST,Symbol,Gene_name,Significant_GO,ORF,SPOT_ID",ORF,entrez
GPL13302,"ID,SOURCE,SEARCH_KEY,ILMN_GENE,ENTREZ_GENE_ID,ORF,CHROMOSOME,PROBE_CHR_ORIENTATION,CYTOBAND,DEFINITION",ENTREZ_GENE_ID,entrez
GPL13314,"ID,Chr,MapInfo,SNP_ID,SPOT_ID",,
GPL13274,"ID,Row,Column,Meta Row,Meta Column,Sub Row,Sub Column,ORF,Common Name of Primary Target,SPOT_ID",ORF,entrez
GPL13301,"ID,Probe_ID,Chr,RANGE_GB,SPOT_ID,RANGE_START,RANGE_END,Seq_ID",,
GPL13300,"ID,PROBE_ID,Chromosome,RANGE_GB,RANGE_START,LENGTH,RANGE_END,SEQUENCE",,
GPL10225,"ID,miRNA_ID,SEQUENCE,SPOT_ID",,
GPL10234,"ID,ORF",ORF,entrez
GPL13285,"ID,miRNA_ID_LIST",,
GPL13290,"Download family,SOFT formatted family file(s),MINiML formatted family file(s)",,
GPL13292,"ID,ProbeID,Description,GB_ACC,SEQUENCE",GB_ACC,genbank
GPL11265,"Download family,SOFT formatted family file(s),MINiML formatted family file(s)",,
GPL13278,"ID,SEQUENCE,CHROMOSOME,RANGE_GB,RANGE_START,RANGE_END,LENGTH",,
GPL13280,"ID,Gene_ID,Block,Row,Column,SEQUENCE,SPOT_ID",,
GPL13281,"ID,COL,ROW,SPOT_ID,CONTROL_TYPE,ORF,SEQUENCE,CHROMOSOMAL_LOCATION,SPOT_ID",ORF,entrez
GPL13283,"ID,dbSNP RS ID,Chromosome,Genome Version,DB SNP Version,Physical Position,Strand,ChrX pseudo-autosomal region,Cytoband,SEQUENCE,Allele A,Allele B,Associated Gene,Genetic Map,Microsatellite,Fragment Length Start Stop,Freq Asian,Freq AfAm,Freq Cauc,Het Asian,Het AfAm,Het Cauc,Num chrm Asian,Num chrm AfAm,Num chrm Cauc,SPOT_ID",Associated Gene,assoc_gene
GPL13284,"ID,dbSNP RS ID,Chromosome,Genome Version,DB SNP Version,Physical Position,Strand,ChrX pseudo-autosomal region,Cytoband,SEQUENCE,Allele A,Allele B,Associated Gene,Genetic Map,Microsatellite,Fragment Length Start Stop,Freq Asian,Freq AfAm,Freq Cauc,Het Asian,Het AfAm,Het Cauc,Num chrm Asian,Num chrm AfAm,Num chrm Cauc,SPOT_ID",Associated Gene,assoc_gene
GPL13288,"ID,SPOT_ID,CONTROL_TYPE,REFSEQ,GB_ACC,LOCUSLINK_ID,GENE_SYMBOL,GENE_NAME,UNIGENE_ID,ENSEMBL_ID,TIGR_ID,ACCESSION_STRING,CHROMOSOMAL_LOCATION,CYTOBAND,DESCRIPTION,GO_ID,SEQUENCE",GENE_SYMBOL,symbol
GPL10177,"ID,PROBE_ID,GENE_SYMBOL,GENE_NAME,GENE_ID,SPOT_ID,SEQUENCE",GENE_SYMBOL,symbol
GPL13279,"ID,Row,Col,accessions,SubTypeName,SEQUENCE,ProbeUID,ControlType,ProbeName,GeneName,ORF,Description,SPOT_ID",ORF,entrez
GPL13264,"ID,miRNA_ID,Accession_String,SPOT_ID",,
GPL13262,"ID,SEQUENCE,GeneName,SPOT_ID,Description",,
